Female,Male,Asian/Pacific Islander,Black/African American,Hispanic/Latino,Other,White,18-24,25-29,30-39,40-49,50-64,65+,College graduate,High school graduate,Not a high school graduate,Postgraduate education,Some college,"$100,000-150,000","$15,000-30,000","$150,000-200,000","$30,000-50,000","$50,000-75,000","$75,000-100,000",Missing,"Over $200,000","Under $15,000",Not a veteran,Veteran,College_White,Noncollege_White
0.5134879162211727,0.4865120837788273,0.047030390503349014,0.11754062535843136,0.13129444727597087,0.006527823570241339,0.6976067132920074,0.13026452635605276,0.09098459309805934,0.17820512227987984,0.197566848435257,0.23607150246544492,0.16690740736530613,0.16171498064062206,0.3866584296446007,0.13635967848121242,0.0883440185118578,0.22692289272170704,0.13324831117220934,0.13677608824847565,0.047357717234039524,0.1806935019852549,0.18654318544694695,0.129948760455807,0.04477949373755883,0.04740503792495468,0.0932479037947531,0.8992791736467911,0.10072082635320895,0.19569393673668206,0.5019127765553254
