Female_Percentage,Male_Percentage,Black_Percentage,Hispanic_Percentage,Asian_Percentage,Other_Percentage,18-24_Percentage,25-29_Percentage,30-39_Percentage,40-49_Percentage,50-64_Percentage,65+_Percentage,"Over $200,000","Under $15,000",Missing_Percentage,Under_15000_Percentage,15000-30000_Percentage,30000-50000_Percentage,50000-75000_Percentage,75000-100000_Percentage,100000-150000_Percentage,150000-200000_Percentage,Over_200000_Percentage,Not_a_veteran_Percentage,Veteran_Percentage,White_Non_College_Percentage,White_College_Percentage,STATE
0.5207765465224333,0.47922307982891377,0.08818967601298952,0.10104505791740945,0.03306491659601593,0.001731114209073609,0.12005107029788392,0.07415916909507153,0.1687464573437093,0.21321027339498286,0.247304965678503,0.17652769054119644,239236.0,172727.0,0.0486456917749843,0.06453921087646391,0.09448191932850854,0.1346913718174009,0.16481193702824523,0.14492710301605455,0.18323505751013242,0.07527712586466968,0.08939020913488754,0.9075103752889705,0.09248925106237653,0.5015960402210355,0.27437282139482294,CT
0.5218175254487926,0.47818054405300375,0.008210408860214555,0.009931448008787628,0.008873534993175688,0.0051032720014054025,0.1064862809145156,0.07364947171916657,0.1566203540147606,0.2028248980214324,0.2716992824338177,0.18871778239810347,28107.0,107452.0,0.04044779836332362,0.1037179464904508,0.15669564344470377,0.20414342829453996,0.20391080326099756,0.13010882218374095,0.10710404033969047,0.02673933061905286,0.02713025650529632,0.8656711087430333,0.13432696075876302,0.737292012949782,0.2305873926884311,ME
0.5230341063989858,0.47696529714064856,0.05633945911383486,0.07082887313526608,0.0487298177694291,0.0017587627980512447,0.13101311576579944,0.08207394040804251,0.1724504102852035,0.20577127096955825,0.23730613049916574,0.17138453561186495,364136.0,404895.0,0.05496422033086849,0.08050127324406045,0.10315444028954572,0.13871838958882407,0.16404389789234766,0.13814161241528275,0.1756080714607235,0.072469934421171,0.07239756389681076,0.9123907085790087,0.08760869496062566,0.5207311729273798,0.30161131779567335,MA
0.5137462095579314,0.4862498446337994,0.00827337348850882,0.021554964122738312,0.019011890693219326,0.0021455332463940244,0.11759889675200792,0.07753710539451178,0.16702211822825316,0.21899137249021933,0.25673500148954265,0.16211155983719594,52471.0,62396.0,0.0434058638656689,0.06155066319172485,0.09929922445138469,0.1577672249327733,0.1909564047373374,0.15667324959012915,0.17419658411378133,0.06438671288523419,0.05176012642369695,0.8776010274884734,0.12239502670325746,0.670042634458349,0.2789676581825212,NH
0.5245488573966997,0.47544507396456887,0.047090209101016134,0.09264141141972163,0.025666700651043563,0.0034870398151249896,0.1407827087490351,0.07891293688130228,0.16558159406147288,0.1999834933026503,0.23675701656010137,0.17797618180670657,35860.0,75288.0,0.05759502274525797,0.09137913456356778,0.11750462430271341,0.15643858294858165,0.1761313156323279,0.14080698330396113,0.1636020041072547,0.053011986775222474,0.04352427698238153,0.9020849415225972,0.09790898983867131,0.5903620307121669,0.24074653966219528,RI
0.5135569403714565,0.48643084066471165,0.007522808732486152,0.010614206581948518,0.01036575431736722,0.0033663245356793745,0.12959636689475398,0.07553559791463017,0.1472873900293255,0.2025456174649723,0.27641943629846855,0.1686033724340176,15232.0,42608.0,0.04681695992179863,0.08677093515803193,0.1344024926686217,0.1970979960899316,0.21226580319322255,0.13320707070707072,0.12431166503747149,0.034094982078853045,0.031019876181166504,0.8852150537634409,0.11477272727272728,0.6737068263277941,0.2944118605408928,VT
0.5228467762572657,0.4771364683231176,0.1938876229238512,0.05113906388993822,0.02976371811900613,0.003198761926812327,0.12913097254548334,0.08225387811803127,0.17120078476292605,0.194653802566321,0.24188580724565273,0.18085799934196897,30254.0,50891.0,0.04404085885234515,0.07751818724638387,0.11778146058516019,0.17366687788650184,0.18614661906096536,0.14383613808902915,0.1521376868990897,0.058771919135298493,0.04608349682560959,0.8810776476609434,0.11890559691943994,0.5325725357347404,0.1894215419860351,DE
0.5176811560821176,0.4823170254925054,0.12813882950383051,0.1470130241686917,0.0763637129579174,0.0013482108815786843,0.11588249092757272,0.07725110454188107,0.18155007428267664,0.2136452821862807,0.23993834931830263,0.17173088031790926,608270.0,403778.0,0.03689312326075189,0.06118668015534202,0.09646216250782681,0.1359360859848501,0.16310957407022394,0.13995435146162002,0.1872285621286245,0.08705317500101528,0.09217446700436846,0.9236323471204325,0.07636583445419053,0.4236140113312147,0.22352039273139007,NJ
0.5226951194418281,0.47730401232990993,0.14419835516159366,0.15110484383879513,0.07146026176013512,0.0027737221499923095,0.13262220095730848,0.08493035573783006,0.1755730523586389,0.1995163167139083,0.23626962120737025,0.17108758479668199,976245.0,1406589.0,0.0494052603011777,0.09394156329574373,0.12279712958393633,0.16145933409163055,0.1726005727234337,0.12732467282320648,0.14648560233769792,0.06078472741072092,0.06520026920419066,0.9291692705166179,0.07082986125512013,0.41576499491986285,0.21469695394135893,NY
0.5210612820789123,0.4789372631363683,0.09642863860102914,0.036522370380499984,0.024229855154359412,0.0012068478379353197,0.12397259725937264,0.07636372818511346,0.16039375618868018,0.19598173912654934,0.2465608629450433,0.19672586151052168,386727.0,879731.0,0.05513571738603866,0.0914156582843703,0.13391054341716668,0.18145519413738384,0.19511520699975904,0.13057295553128373,0.13040482398299896,0.04180240760636269,0.04018603786991668,0.8913799537108285,0.1086185915044521,0.6301247259679177,0.21148610727353911,PA
0.514203625172631,0.4857941958639123,0.1382174626281827,0.12832185572979193,0.04471969710332749,0.0013340444363280938,0.13462227668477975,0.09272734630266218,0.18328216227882224,0.19829190017027043,0.22986570321895158,0.16120843238105714,504729.0,793426.0,0.04503855208915904,0.08232601236198601,0.12121604837713915,0.1671882344274151,0.19031523375608683,0.13853756273598952,0.14869454148902062,0.05431087167876683,0.0523707641209802,0.9157603389222017,0.08423748211434162,0.47815848535062117,0.2092462757882919,IL
0.5141276331404836,0.4858677310488058,0.08252375220833165,0.04045735222721204,0.014151022912705155,0.002017420533775674,0.12664929501962213,0.0927067318714515,0.17735958550795,0.1969290282666451,0.23933974255235937,0.16701098097126135,132245.0,441806.0,0.046681560262167736,0.09309677212714595,0.14002318748229964,0.19575658959420641,0.20694680449353348,0.14036876609890628,0.11743772841903682,0.031817465374708365,0.02786649033728473,0.8965352372186485,0.10346012697064098,0.6774291226686087,0.18341669363865626,IN
0.513937114812484,0.48605986159574394,0.1319544089686568,0.033537022632373174,0.0234904159371156,0.004664350420088639,0.12700597238251277,0.08514381845723991,0.17022900552620554,0.20179727553347662,0.2474015843883806,0.16841932012041258,254966.0,762435.0,0.04275884607643614,0.10023009533384857,0.13781044892844566,0.18960720519290056,0.19099135292191363,0.13284084719989767,0.13003600571958396,0.04220421417704339,0.033517960858158447,0.901502159830479,0.09849481657774897,0.6150323517746578,0.19131842667533605,MI
0.5193489357979248,0.4806483122963518,0.11162853308862776,0.020703160070673524,0.016084086313981664,0.0018895272673151915,0.12408583698467268,0.08674178834198712,0.1676614614752118,0.1975613758106799,0.24616725463807912,0.177779530843646,278705.0,878115.0,0.04429605047637208,0.10068707059521084,0.13852944349930496,0.19216890188298003,0.19983135404425226,0.13299272384660465,0.12175004233921619,0.03778458288390318,0.03195707852643245,0.8914521107059566,0.10854513738831993,0.6573062122322438,0.19238572912143462,OH
0.5077635647182824,0.49223058746255643,0.052829666126951946,0.039456171531038586,0.01736498204251692,0.0070709490168412515,0.12855541557175998,0.08445794692893589,0.16744762342290165,0.20320703759305633,0.24321828411886698,0.17310784454531802,131035.0,362596.0,0.043117608064189406,0.0848158334615955,0.13302338332361036,0.18527715621957672,0.20911193146917334,0.14825180615742609,0.13155651636523888,0.034189157769014884,0.030650759351013707,0.8950227573730474,0.10497139480779154,0.6675477380869398,0.21572464537655042,WI
0.5139642316907115,0.48602216051404107,0.02270175312298901,0.03206698898119754,0.015440457994491915,0.0018317848247623246,0.13668415780477292,0.08309885492597799,0.15659060640725234,0.18868612786235583,0.24393245968361438,0.1909941855207791,63695.0,218821.0,0.050080198199732584,0.0960539149626927,0.1397788338207265,0.20008243690153135,0.21097306271086597,0.13689310330599191,0.10964854137603781,0.02851667130502268,0.027959629622151032,0.8918987966319389,0.10808759557281356,0.7189059683789956,0.20903943890231622,IA
0.5082709387010237,0.49171370163566014,0.054968395092779565,0.07358430703198986,0.022121755091128403,0.006583055699419069,0.1384865643745089,0.0925222919113613,0.1672326542602186,0.19231498445554074,0.23510076659119633,0.17432737874385792,70246.0,197432.0,0.04544636381570516,0.09476528274500223,0.1418493706617951,0.19350823829941646,0.19648705300379815,0.13564742660840876,0.12078599237104723,0.03777757191562361,0.03371734091588712,0.8890633917304532,0.11092124860623055,0.6071876504467022,0.2355394769746647,KS
0.5060739297917201,0.49391767007907067,0.04057364227820668,0.03227482371819756,0.03166848711891096,0.009054575639472564,0.1280378239999837,0.0897525805578755,0.1717928243041702,0.20577312880121756,0.2421492519684939,0.16248599023904986,188305.0,316232.0,0.03990774112634533,0.08049665636675066,0.11315330413991459,0.17025127331958598,0.198330868871183,0.15327486673704108,0.1483887915803214,0.04825517861602017,0.04793291911362855,0.8971819093799152,0.10280969049087554,0.6262253052110583,0.26019476590494467,MN
